Event #,Event Name,Brief Description,Event Start Date and Time,Event End Date and Time,Event Duration,Event Category,Track,Ribbon,Maximum Players for Event,Price,Company or Gaming Group,Game Master,Game Manufacturer,Game System and Edition,Rules Taught?,Materials Provided?,Tournament Style,Tournament Round,Minimum Age,Game Complexity,Experience
5818,Kids on Bikes RPG,Kids on Bikes is a collaborative storytelling roleplaying game about small towns and big adventures! Take home a commemorative Kids on Bikes pin!,6/15/2018 16:00,6/15/2018 18:00,2 Hours,RPG,,,4,10,Renegade Game Studios,,Renegade Game Studios,1st edition,Yes,Yes,,,10+,Low,Beginner
7301,Artemis Starship Bridge Simulator - Alpha Bridge,Artemis SBS lets you play one of six spaceship bridge stations as part of a bridge crew defending your sector from enemies.,6/15/2018 16:00,6/15/2018 18:00,2 Hours,Eclectics,,,6,12,Gaming Nomads,Gaming Nomads,artemis.eochu.com,Current,Yes,Yes,,,13+,Low,Beginner
6429,Dice Masters Rainbow Draft,"Bring 8 Sidekick dice, 12 Basic Action dice, 4 Indicator cards, and 2 Basic Action Cards and then each player in the draft sits down with packs of Dice Masters to draft with.",6/15/2018 16:00,6/15/2018 18:00,2 Hours,CCG/TCG,,,32,12,WizKids/NECA,Justin Ziran,WizKids/NECA,HeroClix 2018,No,No,Single Elimination,Full Tournament,10+,Low,Intermediate
6504,Resin Casting with Hirst Arts Molds,"Use a 2-part plastic resin & Hirst Arts molds to cast lightweight, durable pieces that are fully set in 25 minutes.",6/15/2018 16:00,6/15/2018 18:00,2 Hours,Eclectics,,,20,32,Broken Leg Gamers,Rob Elstro,,,Yes,Yes,,,10+,Low,Beginner
7479,Rurik: Dawn of Kiev,A euro-style 4x medieval realm building game set in 11th century Kievan Rus. You are princes and princesses vying for control after the death of your father. Coming to Kickstarter in July!,6/15/2018 16:00,6/14/2018 18:00,2 Hours,Tabletop,,,4,2,PieceKeeper Games,,PieceKeeper Games,Rurik: Dawn of Kiev,Yes,Yes,,,13+,Med,Beginner
6997,Merlin,"Rules Taught! King Arthur, with Merlin's help, is searching for an heir to the the throne. Will you be the most worthy?",6/15/2018 16:00,6/15/2018 17:00,2 Hours,Tabletop,,,8,2,WVHGA,,Queen Games,,Yes,Yes,,,13+,Low,Beginner
6124,BEARICADES,"THE FOREST IS UNDER ATTACK, AND ONLY YOU CAN SAVE IT! The evil LUMBERCO wants to cut down protected forests! These lumberjacks will STOMP, DYNAMITE, and SNEAK through a forest to make room for their big, bad bulldozers and tree-chopping chainsaws! Only the forest animals and their friends can stop them now! As the forest animals, players setup BEARICADES and recruit PREDATORS (like The Cougar, The Bat, or The Wolf Pack), to defend against the incoming hordes of lumberjacks. Can your forest survive the longest and avoid being cut down?! An environmental tower defense game.",6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,8,2,9th Level Games,9th Level Games,9th Level Games,Bearicades,Yes,Yes,,,10+,Low,Beginner
6129,MEEPLE PARTY,Get a sneak peek of the greatest game ever made about Meeple Roommates throwing the best party ever! A cooperative strategy puzzler about the funniest meeples you’ve ever met. A brand new game from the people that brought you Schrodinger’s Cats and Kobolds Ate My Baby! Play with DESIGNER Heather O’Neill!,6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,10,2,9th Level Games,9th Level Games,9th Level Games,Meeple Party,Yes,Yes,,,10+,Low,Beginner
5303,Istanbul,Welcome merchants to the Bazaar of Istanbul. Hurry through the narrow alleys to collect much needed goods and valuable rubies faster than other traders. Beginners welcome and rules taught.,6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,4,2,Amorphous Blob Games,Mark Kloha,AEG,Istanbul 1st,Yes,Yes,,,10+,Low,Beginner
7433,Sword & Sorcery Act I Quest III The Evil That Men Do,"The heroes must try to enter the Guild and rescue Jack Crow, the vanished champion.",6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,5,2,Ares Games/Buckeye Gamers in Flight,Isabella Long,Ares,Sword & Sorcery,Yes,Yes,,,10+,Med,Beginner
8128,Murder of Crows,"Learn to play this light yet morbid game where you must arrange your cards to spell M-U-R-D-E-R… and when you do, their text tells the tale of who killed whom!",6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,8,2,Atlas Games,Atlas Games,Atlas Games,Murder of Crows 2nd Edition,Yes,Yes,,,10+,Low,Beginner
2893,Builder! The Game of Building through Deckbuilding,"Build a deck of builders, use them to build towers! Also use them to knock down the towers of your opponents! Tap into the occult, high tech, and more in this deckbuilder.",6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,12,2,Broken Things,Chelsea Marleau,Broken Things,Builder! The Game of Building through Deckbuilding,Yes,Yes,,,10+,Low,Beginner
1991,Battletech Grinder,This is our most popular event for all ability levels. This casual game plays continuously all convention & allows players to come & go as their schedule allows.,6/15/2018 16:00,6/15/2018 18:00,2 Hours,Miniature,,,13,2,Catalyst Game Labs,,Catalyst Game Labs,Battletech Total Warfare,Yes,Yes,,,10+,Low,Beginner
2336,Dragonfire: Chaos in the Trollclaws,Scenario from Adventure Pack: Adventure Level 2,6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,6,2,Catalyst Game Labs,,Catalyst Game Labs,Dragonfire,No,Yes,,,13+,Low,Intermediate
1873,A Game of Thrones Floor Game,The battle to defend the Realms of Man begins in A Game of Thrones Catan: Brotherhood of the Watch,6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,4,2,Catan Studio,,Catan Studio,1st,No,Yes,,,17+,Med,Intermediate
1897,Star Trek Catan Floor Game,"Play Catan, with classic Star Trek characters to help you! Play this on our giant floor version of the game!",6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,4,2,Catan Studio,,Catan Studio,1st,No,Yes,,,10+,Med,Intermediate
1911,Catan Floor Game,"The classic game of building & trading, on a set so large it won't fit on a table! Play this on our giant floor version of the game!",6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,4,2,Catan Studio,,Catan Studio,5th,No,Yes,,,10+,Med,Intermediate
7147,Lightless Beacon,Maritime professionals venture to a malfunctioned lighthouse. All is not what it seems. Will they survive to tell the tale of their findings or succumb to a threat which rises from the rough stormy waters? Classic 1920s Cthulhu.,6/15/2018 16:00,6/15/2018 18:00,2 Hours,RPG,Cthulhuthon,,6,2,Rogue Cthulhu,Bobby leopold,Chaosium,Call of Cthulhu 7th Ed,Yes,Yes,,,13+,Low,Beginner
7933,Too Many Bones - Undertow,"The hotly anticipated sequel to the award winning Dice Builder RPG, Too Many Bones! Bring friends for this coop standalone expansion with brand new characters, baddies, skills and adventures! #TMBU",6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,8,2,Chip Theory Games,,Chip Theory Games,Too Many Bones - Undertow,Yes,Yes,,,10+,Med,Beginner
3719,Affliction: Salem 1692,"A historically accurate game focusing on events surrounding Salem, MA 1692. Use influence to protect colonists and bring them into your circle - or spread fear & suspicion to arrest your rivals",6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,4,2,,,DPH,,Yes,Yes,,,10+,Low,Intermediate
6760,Atlantis Rising,2 to 6 Counselors are charged with saving the Atlanteans before the Isle of Atlantis sinks into the ocean,6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,6,2,,,Elf Creek Games,,Yes,Yes,,,10+,Med,Beginner
3849,Kingsburg,Influence the king's court and build the most prosperous realm. Thwart your opponents in this innovative dice-based bidding game.,6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,5,2,Western Ohio Games Club,Alex Borger,Fantasy Flight,,Yes,Yes,,,10+,Low,Beginner
5317,Kingsburg,"You must influence the King's Advisors and the royal family to obtain gold, wood, stone and soldiers to expand and defend your lands.",6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,4,2,Amorphous Blob Games,Trisha Kloha,Fantasy Flight,Kingsburg,Yes,Yes,,,13+,Low,Beginner
7853,Shuffling Horror: Pittsburgh 68,The Time: 1968. The Place: Pittsburgh. The Problem: Zombies! Thrills and chills await in this cinematic card-n-dice game that plays like a creepy zombie movie. Slow moving zombies rule! Ghastly fun!,6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,6,2,GameWick Games,Alan Clift,GameWick Games,Shuffling Horror,Yes,Yes,,,13+,Low,Beginner
7813,GrogHeads Presents: Quartermaster General,"Refight WWII on a grand scale in this card-based game of global conflict, with a strategy lesson from a US Army staff instructor",6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,6,2,GrogHeads,Mike Dunn,Griggling Games,,Yes,Yes,,,10+,Med,Intermediate
1052,Lords of Waterdeep,"A den of political intrigue and shady back-alley dealings. Treasures and resources are ripe for the taking, through trickery, negotiation and force!",6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,5,2,Rogue Judges,Joe Cook,Hasbro,Lords of Waterdeep,Yes,Yes,,,13+,Med,Beginner
1119,The Big Book of Madness,The Big Book of Madness is a co-op game in which the players must turn all the pages of the book and defeat the monsters they've just freed.,6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,5,2,Rogue Judges,Christine Antinore,IELLO,Big Book of Madness,Yes,Yes,,,13+,Med,Beginner
1279,Heroes of Black Reach Demo,"Come learn how to play Heroes of Black Reach, guided by experts of the game! All participants will receive a $2 off coupon for learning.",6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,10,2,,,IELLO USA LLC,"Heroes of Black Reach, current",yes,yes,,,13+,High,Beginner
1720,King of New York Tournament,Become the King of New York! Participate in this multi-round tournament for a chance to win the Lolibot character!,6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,24,2,,,IELLO USA LLC,"King of New York, current",no,yes,Swiss,,10+,Med,Expert
2825,Learn To Play Shadowfist,Learn to play the dynamic card game of Hong Kong movie action with this butt-kicking game session and leave with a deck to keep!,6/15/2018 16:00,6/15/2018 18:00,2 Hours,CCG/TCG,,,18,2,Crusty Cardboard Society,Clifford Grimm,Inner Kingdom Games,Shadowfist,Yes,Yes,,,13+,Med,Beginner
6579,CONTROL!,"CONTROL! is an upcoming face-paced, competitive card game of planetary conquest. 3-5 players compete with one another over several rounds to take control of 6 different alien worlds.",6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,First Look,,5,2,Kerberos Productions,,Kerberos Productions,CONTROL! Beta,Yes,Yes,,,10+,Low,Beginner
4744,Root,Root is an asymmetrical game of adventure and war for 2 to 4 players. Vie to become the most legitimate ruler of a vast woodland.,6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,4,2,Leder Games,,Leder Games,Root,Yes,Yes,,,10+,Med,Beginner
2109,Legends of Draxia: Corrupted Mana Expansion,"Legends of Draxia with a kick!   In this PvP expansion, directly mess with your competition with Corrupted Mana to enrage monsters and destroy their buildings.",6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,6,2,Game Base 7,Jimmy Sanders,Mythica Gaming LLC,Legends of Draxia: Corrupted Mana Expansion 1st Edition,Yes,Yes,,,10+,Med,Beginner
2992,Tecmo Bowl NES,Tournament for Tecmo Bowl on the NES,6/15/2018 16:00,6/15/2018 18:00,2 Hours,Eclectics,,,16,2,Nexus Gaming Alliance,Final Boss Gaming T.O.,NES,NES,Yes,Yes,Single Elimination,Full Tournament,10+,Low,Intermediate
5385,Alien-Nations?,"Science fiction or future fact? A sepeculative examination on our search ofr aliens, why would they care about us, how different could they be, & what first contact protocols have nbeen suggested.",6/15/2018 16:00,6/15/2018 18:00,2 Hours,Origins University,War College,Origins University,50,2,NSDMG,MerleRobinson,NSDMG,,Yes,Yes,,,13+,Med,Beginner
7012,Pioneers,"Rules taught. Winner keeps the game! Blaze the trails west, populating cities with your pioneers.",6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,8,2,WVHGA,,Queen Games,,Yes,Yes,,,10+,Low,Beginner
6389,Sabatu,"If you want to play a handcrafted game on a genuine leather board, join us in a game of Sabatu. Take control of a nomadic tribe as their warlord, conquering lands, raising walls, and building up your city-states to become the king of Mesopotamia during the Akkadian Empire. Don't get too comfortable though as others, as ambitious as you, try to destroy your walls and conquer your cities.",6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,8,2,Roaring Creek Games,Matthew Harrill,Roaring Creek Games,2018,Yes,Yes,,,10+,Low,Beginner
8230,Munchkin the CCG - Learn to play,Learn to play Munchkin The Collectible Card game,6/15/2018 16:00,6/15/2018 18:00,2 Hours,CCG/TCG,,,24,2,Steve Jackson Games,,Steve Jackson Games,,Yes,Yes,,,13+,Med,Beginner
1641,Pioneer Days,Saddle up and guide your wagon down the perilous Oregon Trail.,6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,4,2,Grand Gaming Academy,Grand Gaming Academy,TMG,Current,Yes,Yes,,,13+,Med,Beginner
1659,Crusaders: Thy Will Be Done,"Move your knights, erect buildings, and go crusading to spread the influence of your Order.",6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,4,2,Grand Gaming Academy,Grand Gaming Academy,TMG,Current,Yes,Yes,,,13+,Med,Beginner
4813,Legendary: A MARVEL Deck Building Game Win-A-Box,Play against four other competitors. The player with the most Victory Points wins a Legendary: Champions expansion box.,6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,10,2,Upper Deck,Mark Shaunessy,Upper Deck,Champions,No,Yes,,,13+,Med,Intermediate
4910,Legendary: A MARVEL Deck Building Game Win-A-Box,Play against four other competitors. The player with the most Victory Points wins a Legendary: Champions expansion box.,6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,10,2,Upper Deck,Mark Shaunessy,Upper Deck,Champions,No,Yes,,,13+,Med,Intermediate
4776,Contest of Champions: Battlerealm Win-A-Box,The winner of the game receives their own copy of this game.,6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,10,2,Upper Deck,Mark Shaunessy,Upper Deck,First,No,Yes,,,10+,Med,Intermediate
4802,Dungeon Draft Win-A-Box,The winner of the game receives their own copy of this game.,6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,10,2,Upper Deck,Mark Shaunessy,Upper Deck,First,No,Yes,,,10+,Med,Intermediate
4873,Contest of Champions: Battlerealm Win-A-Box,The winner of the game receives their own copy of this game.,6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,10,2,Upper Deck,Mark Shaunessy,Upper Deck,First,No,Yes,,,10+,Med,Intermediate
4899,Dungeon Draft Win-A-Box,The winner of the game receives their own copy of this game.,6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,10,2,Upper Deck,Mark Shaunessy,Upper Deck,First,No,Yes,,,10+,Med,Intermediate
4763,Contest of Champions: Battlerealm Beginner Game,"Take on the role of your favorite Marvel hero and be pitted in an all-out, knockdown, drag out slugfest! Do you have what it takes to be the last Hero standing?",6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,10,2,Upper Deck,Mark Shaunessy,Upper Deck,First,Yes,Yes,,,10+,Med,Beginner
4790,Dungeon Draft Beginner Game,"Draft cards to use gold to recruit Heroes and Weapons allowing you to defeat Monsters with attack, acquire additional gold and gain sought after XP.",6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,10,2,Upper Deck,Mark Shaunessy,Upper Deck,First,Yes,Yes,,,10+,Med,Beginner
4824,Quest For The Antidote Beginner Game,Every player has been poisoned. Will you be the first to return with the ingredients you need?,6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,10,2,Upper Deck,Mark Shaunessy,Upper Deck,First,Yes,Yes,,,13+,Med,Beginner
4840,Vs. System 2PCG Constructed Beginner Game,Take your first steps in the world of Vs System 2PCG as you take control of a Marvel character and battle your opponent to victory.,6/15/2018 16:00,6/15/2018 18:00,2 Hours,CCG/TCG,,,8,2,Upper Deck,Mark Shaunessy,Upper Deck,First,Yes,Yes,,,13+,Med,Beginner
4860,Contest of Champions: Battlerealm Beginner Game,"Take on the role of your favorite Marvel hero and be pitted in an all-out, knockdown, drag out slugfest! Do you have what it takes to be the last Hero standing?",6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,10,2,Upper Deck,Mark Shaunessy,Upper Deck,First,Yes,Yes,,,10+,Med,Beginner
4887,Dungeon Draft Beginner Game,"Draft cards to use gold to recruit Heroes and Weapons allowing you to defeat Monsters with attack, acquire additional gold and gain sought after XP.",6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,10,2,Upper Deck,Mark Shaunessy,Upper Deck,First,Yes,Yes,,,10+,Med,Beginner
4921,Quest For The Antidote Beginner Game,Every player has been poisoned. Will you be the first to return with the ingredients you need?,6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,10,2,Upper Deck,Mark Shaunessy,Upper Deck,First,Yes,Yes,,,13+,Med,Beginner
4937,Vs. System 2PCG Constructed Beginner Game,Take your first steps in the world of Vs System 2PCG as you take control of a Marvel character and battle your opponent to victory.,6/15/2018 16:00,6/15/2018 18:00,2 Hours,CCG/TCG,,,8,2,Upper Deck,Mark Shaunessy,Upper Deck,First,Yes,Yes,,,13+,Med,Beginner
7964,Anime Game Demo: Tanto Cuore,"In Tanto Cuore, you are the owner of a large mansion. However, you need maids to work that mansion. Your love is what inspires these maids to work.",6/15/2018 16:00,6/15/2018 18:00,2 Hours,Eclectics,Anime/Cosplay,,9,2,Wasabi Anime,,Wasabi Anime,,Yes,Yes,,,13+,Med,Beginner
7889,Epic Card Game Casual Event,Play Epic Card Game in a casual environment perfect for new and/or casual players. Promos for all participants. Door Prizes!,6/15/2018 16:00,6/15/2018 18:00,2 Hours,Tabletop,,,24,2,White Wizard Games,,White Wizard Games,Epic Card Game Rules,Yes,Yes,Swiss,,10+,Med,Beginner
